genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.797	HMPREF9024_00758	VBIPedAci303_0797		3562	4335	-	774		Hydrolase, alpha/beta fold family	FIG01336432	PLF_1253_00000863	PGF_06574151			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.798	HMPREF9024_00759	VBIPedAci303_0798		4408	6132	-	1725		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	FIG00028694	PLF_1253_00000136	PGF_00033423	GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity	2.7.3.9|Phosphoenolpyruvate--protein phosphotransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.799	HMPREF9024_00760	VBIPedAci303_0799		6132	6398	-	267		Phosphotransferase system, phosphocarrier protein HPr	FIG01954533	PLF_1253_00000599	PGF_08051111			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.800	HMPREF9024_00761	VBIPedAci303_0800		6541	6729	-	189		Uncharacterized protein LRC_06960	FIG00906248	PLF_1253_00001533	PGF_02753394			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.801	HMPREF9024_00762	VBIPedAci303_0801		7098	9152	+	2055		ATP-dependent Clp protease, ATP-binding subunit ClpE	FIG00014000	PLF_1253_00000231	PGF_02155509			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.802	HMPREF9024_00763	VBIPedAci303_0802		9422	10399	-	978		GMP reductase (EC 1.7.1.7)	FIG00001278	PLF_1253_00000360	PGF_00006931	GO:0003920|GMP reductase activity	1.7.1.7|GMP reductase	00230|Purine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	tRNA	fig|563194.3.rna.5	HMPREF9024_02504	VBIPedAci303_r005		10708	10781	-	74		tRNA-Arg-CCT						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.803	HMPREF9024_00764	VBIPedAci303_0803		11018	11272	-	255		hypothetical protein	FIG00906437	PLF_1253_00002493	PGF_04037316			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.804	HMPREF9024_00765	VBIPedAci303_0804		11555	11791	-	237		hypothetical protein	FIG00906478	PLF_1253_00000850	PGF_02754982			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.805	HMPREF9024_00766	VBIPedAci303_0805		11803	12834	-	1032		Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2	FIG00003844	PLF_1253_00000457	PGF_00417153			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.806	HMPREF9024_00767	VBIPedAci303_0806		12928	14244	-	1317		ATP-dependent RNA helicase YfmL	FIG00008010	PLF_1253_00000225	PGF_02434074			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.807	HMPREF9024_00768	VBIPedAci303_0807		14251	15258	-	1008		Oxidoreductase, Gfo/Idh/MocA family	FIG01320682	PLF_1253_00000558	PGF_12905405			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.808		VBIPedAci303_0808		15311	15424	-	114		hypothetical protein		PLF_1253_00002605	PGF_02753874			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.809	HMPREF9024_00769	VBIPedAci303_0809		15569	15949	+	381		D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	FIG00031250	PLF_1253_00000894	PGF_02754991	GO:0004617|phosphoglycerate dehydrogenase activity	1.1.1.95|Phosphoglycerate dehydrogenase	00260|Glycine, serine and threonine metabolism;00680|Methane metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.810	HMPREF9024_00770	VBIPedAci303_0810		15990	16757	-	768		Lyzozyme M1 (1,4-beta-N-acetylmuramidase)	FIG00745821	PLF_1253_00000949	PGF_02754996			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.811	HMPREF9024_00771	VBIPedAci303_0811		16876	18198	+	1323		Serine/threonine exchanger SteT	FIG01345058	PLF_1253_00000156	PGF_00051368			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.812	HMPREF9024_00772	VBIPedAci303_0812		18232	18759	+	528		hypothetical protein	FIG01956050	PLF_1253_00012490	PGF_12781232			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.813	HMPREF9024_00773	VBIPedAci303_0813		18951	20678	-	1728		Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG01956340	PLF_1253_00010594	PGF_07109475	GO:0008551|cadmium-exporting ATPase activity;GO:0016463|zinc-exporting ATPase activity;GO:0004008|copper-exporting ATPase activity	3.6.3.3|Cadmium-exporting ATPase;3.6.3.5|Zinc-exporting ATPase;3.6.3.4|Cu(2+)-exporting ATPase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.814		VBIPedAci303_0814		20677	20901	+	225		hypothetical protein		PLF_1253_00002977	PGF_02754031			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.815	HMPREF9024_00774	VBIPedAci303_0815		20876	21148	-	273		Copper-transporting ATPase	FIG01340974	PLF_1253_00001322	PGF_00419616			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.816	HMPREF9024_00775	VBIPedAci303_0816		21167	21541	-	375		Copper-transporting ATPase	FIG01317315	PLF_1253_00001323	PGF_00419616			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.817	HMPREF9024_00776	VBIPedAci303_0817		21542	21997	-	456		Negative transcriptional regulator-copper transport operon	FIG00012358	PLF_1253_00001209	PGF_00025422			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.818	HMPREF9024_00777	VBIPedAci303_0818		22150	23061	+	912		hypothetical protein	FIG00638284	PLF_1253_00001452	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.819	HMPREF9024_00778	VBIPedAci303_0819		23061	23906	+	846		DNA-entry nuclease (Competence-specific nuclease) (EC 3.1.30.-)	FIG00013609	PLF_1253_00001176	PGF_00422375	GO:0003676|nucleic acid binding;GO:0004519|endonuclease activity	3.1.30.-|Endoribonucleases active with either ribo- or deoxyribonucleic acid and producing 5'-phosphomonoesters.	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.820	HMPREF9024_00779	VBIPedAci303_0820		23999	24553	+	555		hypothetical protein		PLF_1253_00002978	PGF_02754032			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.821	HMPREF9024_00780	VBIPedAci303_0821		24577	25146	+	570		hypothetical protein		PLF_1253_00002979	PGF_02754033			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.822	HMPREF9024_00781	VBIPedAci303_0822		25272	26276	-	1005		Putative glucosamine-fructose-6-phosphate aminotransferase	FIG00989941	PLF_1253_00002980	PGF_00040885			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.823	HMPREF9024_00782	VBIPedAci303_0823		26304	26858	-	555		PTS system, mannose-specific IID component	FIG00000924	PLF_1253_00001218	PGF_00644224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.824		VBIPedAci303_0824		27030	27146	-	117		hypothetical protein	FIG00000924	PLF_1253_00002982	PGF_02754034			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.825		VBIPedAci303_0825		27118	27243	-	126		hypothetical protein		PLF_1253_00002983	PGF_02754035			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.826		VBIPedAci303_0826		27303	27923	+	621		hypothetical protein		PLF_1253_00002984	PGF_02754036			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.827	HMPREF9024_00784	VBIPedAci303_0827		27925	28395	-	471		PTS system, mannose-specific IIB component (EC 2.7.1.191)	FIG00001968	PLF_1253_00001387	PGF_08661804			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.828	HMPREF9024_00785	VBIPedAci303_0828		28420	28848	-	429		PTS system, mannose-specific IIA component (EC 2.7.1.191)	FIG00002236	PLF_1253_00002985	PGF_06621789			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.829	HMPREF9024_00786	VBIPedAci303_0829		28964	29692	-	729		hypothetical protein	FIG00638284	PLF_1253_00002986	PGF_02754038			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.830	HMPREF9024_00787	VBIPedAci303_0830		29694	29945	-	252		hypothetical protein		PLF_1253_00002987	PGF_02754039			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.831	HMPREF9024_00788	VBIPedAci303_0831		30533	31570	-	1038		putative acetyl transferase	FIG00744670	PLF_1253_00002988	PGF_00406179			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.832	HMPREF9024_00789	VBIPedAci303_0832		31596	33011	-	1416		Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	FIG01318398	PLF_1253_00011094	PGF_02933248	GO:0000271|polysaccharide biosynthetic process;GO:0016020|membrane		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.833	HMPREF9024_00790	VBIPedAci303_0833		33014	34135	-	1122		UDP-galactopyranose mutase (EC 5.4.99.9)	FIG00003472	PLF_1253_00001249	PGF_00064046	GO:0008767|UDP-galactopyranose mutase activity	5.4.99.9|UDP-galactopyranose mutase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.834	HMPREF9024_00791	VBIPedAci303_0834		34163	35080	-	918		Glycosyltransferase	FIG00007960	PLF_1253_00002989	PGF_04305571			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.835	HMPREF9024_00792	VBIPedAci303_0835		35105	36262	-	1158		CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	FIG01955844	PLF_1253_00002368	PGF_04653134	GO:0047355|CDP-glycerol glycerophosphotransferase activity	2.7.8.12|CDP-glycerol glycerophosphotransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.836	HMPREF9024_00793	VBIPedAci303_0836		36293	37561	-	1269		hypothetical protein	FIG00638284	PLF_1253_00002454	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.837	HMPREF9024_00794	VBIPedAci303_0837		37600	38760	-	1161		CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase	FIG00638284	PLF_1253_00002990	PGF_02754040			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.838	HMPREF9024_00795	VBIPedAci303_0838		38750	39676	-	927		Glycosyltransferase	FIG00007960	PLF_1253_00002394	PGF_04305571			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.839	HMPREF9024_00796	VBIPedAci303_0839		39748	40401	-	654		Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)	FIG00002968	PLF_1253_00001028	PGF_08794816	GO:0047360|undecaprenyl-phosphate galactose phosphotransferase activity	2.7.8.6|Undecaprenyl-phosphate galactose phosphotransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.840	HMPREF9024_00797	VBIPedAci303_0840		40415	41203	-	789		Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)	FIG00002449	PLF_1253_00000525	PGF_00019249	GO:0004725|protein tyrosine phosphatase activity	3.1.3.48|Protein-tyrosine-phosphatase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.841		VBIPedAci303_0841		41206	41952	-	747		Tyrosine-protein kinase EpsD (EC 2.7.10.2)	FIG00035701	PLF_1253_00000762	PGF_10450882		2.7.10.2|Non-specific protein-tyrosine kinase	04660|T cell receptor signaling pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.842	HMPREF9024_00798	VBIPedAci303_0842		41962	42744	-	783		Tyrosine-protein kinase transmembrane modulator EpsC	FIG00002620	PLF_1253_00000763	PGF_03255161			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.843	HMPREF9024_00799	VBIPedAci303_0843		42760	43881	-	1122		Penicillin-binding protein	FIG01233855	PLF_1253_00000975	PGF_02755000			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.844	HMPREF9024_00800	VBIPedAci303_0844		44117	44443	-	327		Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	FIG00035627	PLF_1253_00000094	PGF_10527576	GO:0047348|glycerol-3-phosphate cytidylyltransferase activity	2.7.7.39|Glycerol-3-phosphate cytidylyltransferase	00564|Glycerophospholipid metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.845	HMPREF9024_00801	VBIPedAci303_0845		44693	45406	-	714		Predicted Zn-dependent protease	FIG00906662	PLF_1253_00000982	PGF_00035660			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.846	HMPREF9024_00802	VBIPedAci303_0846		45543	47297	-	1755		ATP-dependent DNA helicase RecQ	FIG00000422	PLF_1253_00000195	PGF_02030844	GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0005622|intracellular;GO:0008026|ATP-dependent helicase activity		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.847		VBIPedAci303_0847		47625	47756	+	132		hypothetical protein	FIG00638284	PLF_1253_00001465	PGF_02753343			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.848	HMPREF9024_00803	VBIPedAci303_0848		47798	48475	-	678		Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety	FIG00034727	PLF_1253_00001012	PGF_00056519	GO:0050334|thiaminase activity	3.5.99.2|Aminopyrimidine aminohydrolase	00730|Thiamine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.849	HMPREF9024_00804	VBIPedAci303_0849		48457	49137	-	681		Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	FIG00000407	PLF_1253_00001242	PGF_01291823	GO:0004789|thiamin-phosphate diphosphorylase activity	2.5.1.3|Thiamine-phosphate diphosphorylase	00730|Thiamine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.850	HMPREF9024_00805	VBIPedAci303_0850		49127	49948	-	822		Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	FIG01958950	PLF_1253_00000416	PGF_00012963	GO:0008902|hydroxymethylpyrimidine kinase activity;GO:0008972|phosphomethylpyrimidine kinase activity	2.7.1.49|Hydroxymethylpyrimidine kinase;2.7.4.7|Phosphomethylpyrimidine kinase	00730|Thiamine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.851	HMPREF9024_00806	VBIPedAci303_0851		49954	50748	-	795		Hydroxyethylthiazole kinase (EC 2.7.1.50)	FIG00000957	PLF_1253_00000099	PGF_02787474	GO:0004417|hydroxyethylthiazole kinase activity	2.7.1.50|Hydroxyethylthiazole kinase	00730|Thiamine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.852	HMPREF9024_00807	VBIPedAci303_0852		51143	51367	+	225		hypothetical protein	FIG00638284	PLF_1253_00001553	PGF_02753412			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.853	HMPREF9024_00808	VBIPedAci303_0853		51693	52292	-	600		Chitin binding protein	FIG00002614	PLF_1253_00001307	PGF_09760073	GO:0005576|extracellular region;GO:0005975|carbohydrate metabolic process;GO:0019028|viral capsid;GO:0030246|carbohydrate binding		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.854	HMPREF9024_00809	VBIPedAci303_0854		52666	53460	-	795		Predicted integral membrane protein	FIG00439778	PLF_1253_00000608	PGF_03992953			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.855	HMPREF9024_00810	VBIPedAci303_0855		53476	54288	-	813		LicD family protein	FIG00074225	PLF_1253_00000215	PGF_01347939			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.856		VBIPedAci303_0856		54412	54558	+	147		hypothetical protein	FIG00638284	PLF_1253_00001049	PGF_02753264			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.857	HMPREF9024_00811	VBIPedAci303_0857		55552	56205	+	654		hypothetical protein	FIG01230970	PLF_1253_00002219	PGF_00319044			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.858	HMPREF9024_00812	VBIPedAci303_0858		56600	57637	-	1038		Alcohol dehydrogenase (EC 1.1.1.1)	FIG01007502	PLF_1253_00001315	PGF_03572345	GO:0004022|alcohol dehydrogenase activity	1.1.1.1|Alcohol dehydrogenase	00010|Glycolysis / Gluconeogenesis;00071|Fatty acid metabolism;00260|Glycine, serine and threonine metabolism;00350|Tyrosine metabolism;00625|Tetrachloroethene degradation;00626|Naphthalene and anthracene degradation;00830|Retinol metabolism;00980|Metabolism of xenobiotics by cytochrome P450;00982|Drug metabolism - cytochrome P450
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.859	HMPREF9024_00813	VBIPedAci303_0859		57738	59288	+	1551		hypothetical protein	FIG01318409	PLF_1253_00002991	PGF_10374605			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.860	HMPREF9024_00815	VBIPedAci303_0860		60024	60959	-	936		Zinc-type alcohol dehydrogenase-like protein	FIG01393346	PLF_1253_00000881	PGF_02007855			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.861	HMPREF9024_00816	VBIPedAci303_0861		61372	62514	+	1143		Uncharacterized deacetylase	FIG00020897	PLF_1253_00000871	PGF_10495275			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.862	HMPREF9024_00817	VBIPedAci303_0862		62598	62930	-	333		Predicted pyrophosphatase	FIG00748011	PLF_1253_00001396	PGF_02753323			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.863	HMPREF9024_00818	VBIPedAci303_0863		62994	63755	-	762		hypothetical protein		PLF_1253_00002992	PGF_02754042			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.864		VBIPedAci303_0864		63781	64023	+	243		hypothetical protein		PLF_1253_00002993	PGF_02754043			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.865	HMPREF9024_00819	VBIPedAci303_0865		64247	64870	+	624		MarC family integral membrane protein	FIG01067880	PLF_1253_00000956	PGF_00023326			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.866	HMPREF9024_00820	VBIPedAci303_0866		64958	66139	-	1182		hypothetical protein	FIG01228652	PLF_1253_00002994	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.867	HMPREF9024_00821	VBIPedAci303_0867		66179	67219	-	1041		Alcohol dehydrogenase (EC 1.1.1.1)	FIG01007502	PLF_1253_00002995	PGF_03572345	GO:0004022|alcohol dehydrogenase activity	1.1.1.1|Alcohol dehydrogenase	00010|Glycolysis / Gluconeogenesis;00071|Fatty acid metabolism;00260|Glycine, serine and threonine metabolism;00350|Tyrosine metabolism;00625|Tetrachloroethene degradation;00626|Naphthalene and anthracene degradation;00830|Retinol metabolism;00980|Metabolism of xenobiotics by cytochrome P450;00982|Drug metabolism - cytochrome P450
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.868	HMPREF9024_00822	VBIPedAci303_0868		67407	68270	+	864		Transcriptional regulator, LysR family		PLF_1253_00002996	PGF_07987589			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.869	HMPREF9024_00823	VBIPedAci303_0869		68465	69871	-	1407		Iron-sulfur cluster assembly protein SufB	FIG00000451	PLF_1253_00000472	PGF_00015514			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.870	HMPREF9024_00824	VBIPedAci303_0870		69864	70304	-	441		Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2	FIG00000306	PLF_1253_00001400	PGF_00041788			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.871	HMPREF9024_00825	VBIPedAci303_0871		70301	71476	-	1176		Cysteine desulfurase (EC 2.8.1.7) => SufS	FIG00229199	PLF_1253_00001326	PGF_07583562	GO:0031071|cysteine desulfurase activity	2.8.1.7|Cysteine desulfurase	00730|Thiamine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.872	HMPREF9024_00826	VBIPedAci303_0872		71478	72539	-	1062		Iron-sulfur cluster assembly protein SufD	FIG00072797	PLF_1253_00001199	PGF_00015517			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.873	HMPREF9024_00827	VBIPedAci303_0873		72520	73296	-	777		Iron-sulfur cluster assembly ATPase protein SufC	FIG00018727	PLF_1253_00000471	PGF_00015510	GO:0005524|ATP binding;GO:0016887|ATPase activity		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.874	HMPREF9024_00828	VBIPedAci303_0874		73311	73898	-	588		Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	FIG00000897	PLF_1253_00000658	PGF_01641254	GO:0043365|[formate-C-acetyltransferase]-activating enzyme activity	1.97.1.4|[Formate-C-acetyltransferase]-activating enzyme	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.875	HMPREF9024_00829	VBIPedAci303_0875		73909	76059	-	2151		Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	FIG00044622	PLF_1253_00000659	PGF_00048627	GO:0008998|ribonucleoside-triphosphate reductase activity	1.17.4.2|Ribonucleoside-triphosphate reductase	00230|Purine metabolism;00240|Pyrimidine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.876	HMPREF9024_00830	VBIPedAci303_0876		76583	77323	-	741		Glucose 1-dehydrogenase (EC 1.1.1.47)	FIG00009828	PLF_1253_00001343	PGF_10359987	GO:0047936|glucose 1-dehydrogenase activity	1.1.1.47|Glucose 1-dehydrogenase	00030|Pentose phosphate pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.877	HMPREF9024_00831	VBIPedAci303_0877		77772	78347	+	576		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	FIG00010078	PLF_1253_00001420	PGF_00924363			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.878	HMPREF9024_00832	VBIPedAci303_0878		78358	79785	+	1428		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	FIG00009894	PLF_1253_00001180	PGF_05690115			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.879	HMPREF9024_00833	VBIPedAci303_0879		79769	80422	+	654		Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	FIG00032753	PLF_1253_00001434	PGF_00060535			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.880	HMPREF9024_00834	VBIPedAci303_0880		80585	80887	-	303		Rhodanese domain protein	FIG01366044	PLF_1253_00001411	PGF_02753328			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.881	HMPREF9024_00835	VBIPedAci303_0881		81020	82399	+	1380		Dipeptidase (EC 3.4.-.-)	FIG01374708	PLF_1253_00001070	PGF_00423502		3.4.-.-|Acting on peptide bonds (peptide hydrolases).	00310|Lysine degradation;00550|Peptidoglycan biosynthesis;00780|Biotin metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.882	HMPREF9024_00836	VBIPedAci303_0882		82499	83890	-	1392		Asparaginyl-tRNA synthetase (EC 6.1.1.22)	FIG00000636	PLF_1253_00000248	PGF_00066502	GO:0004816|asparagine-tRNA ligase activity	6.1.1.22|Asparagine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.883		VBIPedAci303_0883		84329	84562	+	234		hypothetical protein	FIG00638284	PLF_1253_00001491	PGF_02753361			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730085	PATRIC	CDS	fig|563194.3.peg.884	HMPREF9024_00837	VBIPedAci303_0884		84767	85555	+	789		Glucose 1-dehydrogenase (EC 1.1.1.47)	FIG00009828	PLF_1253_00001344	PGF_00007935	GO:0047936|glucose 1-dehydrogenase activity	1.1.1.47|Glucose 1-dehydrogenase	00030|Pentose phosphate pathway
